locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCHFIHDH_02885	CDS	1467	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
PCHFIHDH_02886	CDS	921				hypothetical protein
PCHFIHDH_02887	CDS	825				hypothetical protein
PCHFIHDH_02888	CDS	1419	lcfB_8	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PCHFIHDH_02889	CDS	1266				hypothetical protein
PCHFIHDH_02890	CDS	840			COG1305	putative protein
PCHFIHDH_02891	CDS	978			COG2307	putative protein
PCHFIHDH_02892	CDS	1674			COG2308	putative protein
PCHFIHDH_02893	CDS	264	rpsT		COG0268	30S ribosomal protein S20
PCHFIHDH_02894	CDS	978				hypothetical protein
PCHFIHDH_02895	CDS	1566				hypothetical protein
PCHFIHDH_02896	CDS	876				hypothetical protein
PCHFIHDH_02897	CDS	1167		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
PCHFIHDH_02898	CDS	1119	acdA_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PCHFIHDH_02899	CDS	1101				hypothetical protein
PCHFIHDH_02900	CDS	1272	eis_2	2.3.1.-	COG4552	N-acetyltransferase Eis
PCHFIHDH_02901	CDS	1050				hypothetical protein
PCHFIHDH_02902	CDS	777				hypothetical protein
PCHFIHDH_02903	CDS	195				hypothetical protein
PCHFIHDH_02904	CDS	804				Dormancy associated translation inhibitor
PCHFIHDH_02905	CDS	2277				hypothetical protein
PCHFIHDH_02906	CDS	774				hypothetical protein
PCHFIHDH_02907	CDS	1521	tap_1	3.4.14.-		Tripeptidyl aminopeptidase
PCHFIHDH_02908	CDS	486				hypothetical protein
PCHFIHDH_02909	CDS	1296				hypothetical protein
PCHFIHDH_02910	CDS	687				hypothetical protein
PCHFIHDH_02911	CDS	111				hypothetical protein
PCHFIHDH_02912	CDS	2640				hypothetical protein
PCHFIHDH_02913	CDS	2376				hypothetical protein
PCHFIHDH_02914	CDS	1263		2.4.1.-	COG1819	PGL/p-HBAD biosynthesis rhamnosyltransferase
PCHFIHDH_02915	CDS	798				hypothetical protein
PCHFIHDH_02916	CDS	1257		1.3.1.-	COG3268	Trans-acting enoyl reductase
PCHFIHDH_02917	CDS	1089		1.2.-.-		Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase
PCHFIHDH_02918	CDS	1863		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
PCHFIHDH_02919	CDS	609		4.1.3.40	COG3161	Chorismate pyruvate-lyase
PCHFIHDH_02920	CDS	2109		6.2.1.50	COG0318	p-hydroxybenzoic acid--AMP ligase FadD22
PCHFIHDH_02921	CDS	771				hypothetical protein
PCHFIHDH_02922	CDS	669				hypothetical protein
PCHFIHDH_02923	CDS	264				hypothetical protein
PCHFIHDH_02924	CDS	690				hypothetical protein
PCHFIHDH_02925	CDS	501	baiE_2	4.2.1.106		Bile acid 7-alpha dehydratase
PCHFIHDH_02926	CDS	999				hypothetical protein
PCHFIHDH_02927	CDS	1176		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
PCHFIHDH_02928	CDS	1365	cinA_1	1.14.14.133		1,8-cineole 2-endo-monooxygenase
PCHFIHDH_02929	CDS	201				hypothetical protein
PCHFIHDH_02930	CDS	702	phaB	1.1.1.36		Acetoacetyl-CoA reductase
PCHFIHDH_02931	CDS	1545		1.2.1.3		Putative aldehyde dehydrogenase
PCHFIHDH_02932	CDS	1206	fldA_3	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
PCHFIHDH_02933	CDS	180				hypothetical protein
PCHFIHDH_02934	CDS	807				hypothetical protein
PCHFIHDH_02935	CDS	846	mlaE_6		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PCHFIHDH_02936	CDS	1278				hypothetical protein
PCHFIHDH_02937	CDS	1032				hypothetical protein
PCHFIHDH_02938	CDS	1083				hypothetical protein
PCHFIHDH_02939	CDS	282				hypothetical protein
PCHFIHDH_02940	CDS	942	chiA_1			putative bifunctional chitinase/lysozyme
PCHFIHDH_02941	CDS	444	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
PCHFIHDH_02942	CDS	642				hypothetical protein
PCHFIHDH_02943	CDS	975				hypothetical protein
PCHFIHDH_02944	CDS	249				hypothetical protein
PCHFIHDH_02945	CDS	411				hypothetical protein
PCHFIHDH_02946	CDS	972	sigB		COG0568	RNA polymerase sigma factor SigB
PCHFIHDH_02947	CDS	693	ideR_2		COG1321	Iron-dependent repressor IdeR
PCHFIHDH_02948	CDS	1068				hypothetical protein
PCHFIHDH_02949	CDS	1416	sthA	1.6.1.1	COG1249	putative soluble pyridine nucleotide transhydrogenase
PCHFIHDH_02950	CDS	822				hypothetical protein
PCHFIHDH_02951	CDS	978				hypothetical protein
PCHFIHDH_02952	CDS	1026			COG0596	putative protein
PCHFIHDH_02953	CDS	687			COG0384	putative protein
PCHFIHDH_02954	CDS	486				hypothetical protein
PCHFIHDH_02955	CDS	465	nrdR		COG1327	Transcriptional repressor NrdR
PCHFIHDH_02956	CDS	543				hypothetical protein
PCHFIHDH_02957	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
PCHFIHDH_02958	CDS	198				hypothetical protein
PCHFIHDH_02959	CDS	1020	mnmC_1	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PCHFIHDH_02960	CDS	663	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
PCHFIHDH_02961	CDS	624	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
PCHFIHDH_02962	CDS	1320				hypothetical protein
PCHFIHDH_02963	CDS	987				hypothetical protein
PCHFIHDH_02964	CDS	2304	pknG	2.7.11.1	COG0515	Serine/threonine-protein kinase PknG
PCHFIHDH_02965	CDS	861				hypothetical protein
PCHFIHDH_02966	CDS	1167	ackA	2.7.2.1	COG0282	Acetate kinase
PCHFIHDH_02967	CDS	2085	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PCHFIHDH_02968	CDS	1011	fgd1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
PCHFIHDH_02969	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
PCHFIHDH_02970	CDS	1299	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
PCHFIHDH_02971	CDS	1068				hypothetical protein
PCHFIHDH_02972	CDS	474				hypothetical protein
PCHFIHDH_02973	CDS	2310	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
PCHFIHDH_02974	CDS	2007				putative PPE family protein PPE40
PCHFIHDH_02975	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
PCHFIHDH_02976	CDS	996	fbpB_2	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85B
PCHFIHDH_02977	CDS	1665	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
PCHFIHDH_02978	CDS	750		1.-.-.-	COG1028	putative oxidoreductase
PCHFIHDH_02979	CDS	864	mutM	4.2.99.18		Formamidopyrimidine-DNA glycosylase
PCHFIHDH_02980	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
PCHFIHDH_02981	CDS	687	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
PCHFIHDH_02982	CDS	744				hypothetical protein
PCHFIHDH_02983	CDS	282	crgA			Cell division protein CrgA
PCHFIHDH_02984	CDS	426				hypothetical protein
PCHFIHDH_02985	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
PCHFIHDH_02986	CDS	429	cwsA			Cell wall synthesis protein CwsA
PCHFIHDH_02987	CDS	882	tipA			HTH-type transcriptional activator TipA
PCHFIHDH_02988	CDS	120				hypothetical protein
PCHFIHDH_02989	CDS	597				hypothetical protein
PCHFIHDH_02990	tRNA	74				tRNA-Ala(tgc)
PCHFIHDH_02991	tRNA	75				tRNA-Ile(gat)
PCHFIHDH_02992	CDS	903				putative protein
PCHFIHDH_02993	CDS	2520	gyrA1	5.6.2.2		DNA gyrase subunit A
PCHFIHDH_02994	CDS	2079	gyrB1	5.6.2.2		DNA gyrase subunit B
PCHFIHDH_02995	CDS	915	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
PCHFIHDH_02996	CDS	558	frr		COG0233	Ribosome-recycling factor
PCHFIHDH_02997	CDS	798	pyrH	2.7.4.22	COG0528	Uridylate kinase
PCHFIHDH_02998	CDS	801				hypothetical protein
PCHFIHDH_02999	CDS	861			COG0204	putative protein
PCHFIHDH_03000	CDS	483				Immunogenic protein MPT63
PCHFIHDH_03001	CDS	420			COG1846	putative HTH-type transcriptional regulator
PCHFIHDH_03002	CDS	1419	amiC	3.5.1.4	COG0154	Putative amidase AmiC
PCHFIHDH_03003	CDS	816	tsf		COG0264	Elongation factor Ts
PCHFIHDH_03004	CDS	831	rpsB		COG0052	30S ribosomal protein S2
PCHFIHDH_03005	CDS	507				hypothetical protein
PCHFIHDH_03006	CDS	909	xerC		COG0582	Tyrosine recombinase XerC
PCHFIHDH_03007	CDS	1161		1.13.12.4	COG1304	Lactate 2-monooxygenase
PCHFIHDH_03008	CDS	849			COG2375	putative protein
PCHFIHDH_03009	CDS	855	dprA		COG0758	Putative DNA processing protein DprA
PCHFIHDH_03010	CDS	939	pknD_6	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
PCHFIHDH_03011	CDS	945	pknD_7	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
PCHFIHDH_03012	CDS	411				hypothetical protein
PCHFIHDH_03013	CDS	891			COG2141	putative protein
PCHFIHDH_03014	CDS	1179				hypothetical protein
PCHFIHDH_03015	CDS	1062				hypothetical protein
PCHFIHDH_03016	CDS	990				hypothetical protein
PCHFIHDH_03017	CDS	1038		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
PCHFIHDH_03018	CDS	711				hypothetical protein
PCHFIHDH_03019	CDS	1206		1.14.15.28		Steroid C26-monooxygenase
PCHFIHDH_03020	CDS	855	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
PCHFIHDH_03021	CDS	1653		6.2.1.3		Long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase
PCHFIHDH_03022	CDS	768		2.7.1.-		putative ketoamine kinase
PCHFIHDH_03023	CDS	255		1.-.-.-	COG0695	Putative glutaredoxin.1
PCHFIHDH_03024	CDS	2109	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
PCHFIHDH_03025	CDS	153				hypothetical protein
PCHFIHDH_03026	CDS	270	whiB7			putative transcriptional regulator WhiB7
PCHFIHDH_03027	CDS	1344	ubiB	2.7.-.-		protein kinase UbiB
PCHFIHDH_03028	CDS	174				hypothetical protein
PCHFIHDH_03029	CDS	840				hypothetical protein
PCHFIHDH_03030	CDS	1401				hypothetical protein
PCHFIHDH_03031	CDS	999	ylbL		COG3480	putative protein YlbL
PCHFIHDH_03032	CDS	2988				hypothetical protein
PCHFIHDH_03033	CDS	1227				hypothetical protein
PCHFIHDH_03034	tRNA	77				tRNA-Met(cat)
PCHFIHDH_03035	CDS	381				hypothetical protein
PCHFIHDH_03036	CDS	1875		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
PCHFIHDH_03037	CDS	1863				hypothetical protein
PCHFIHDH_03038	CDS	606				hypothetical protein
PCHFIHDH_03039	CDS	261				hypothetical protein
PCHFIHDH_03040	CDS	480				Immunogenic protein MPT63
PCHFIHDH_03041	CDS	2328				hypothetical protein
PCHFIHDH_03042	CDS	843				hypothetical protein
PCHFIHDH_03043	CDS	852				hypothetical protein
PCHFIHDH_03044	CDS	999				hypothetical protein
PCHFIHDH_03045	CDS	1389		3.5.4.32	COG0402	8-oxoguanine deaminase
PCHFIHDH_03046	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
PCHFIHDH_03047	CDS	609	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
PCHFIHDH_03048	CDS	972	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
PCHFIHDH_03049	CDS	1059				hypothetical protein
PCHFIHDH_03050	CDS	1386		3.4.16.-	COG2027	Carboxypeptidase
PCHFIHDH_03051	CDS	489	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
PCHFIHDH_03052	CDS	1077				hypothetical protein
PCHFIHDH_03053	CDS	1209				putative protein
PCHFIHDH_03054	CDS	714	ppm1_3	2.4.1.-		Polyprenol monophosphomannose synthase
PCHFIHDH_03055	CDS	342				hypothetical protein
PCHFIHDH_03056	CDS	945	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
PCHFIHDH_03057	CDS	1764				hypothetical protein
PCHFIHDH_03058	CDS	186				hypothetical protein
PCHFIHDH_03059	CDS	228				hypothetical protein
PCHFIHDH_03060	CDS	1107	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
PCHFIHDH_03061	CDS	762	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
PCHFIHDH_03062	CDS	759	nadE_1	6.3.5.1		Glutamine-dependent NAD(+) synthetase
PCHFIHDH_03063	CDS	666				hypothetical protein
PCHFIHDH_03064	CDS	798				hypothetical protein
PCHFIHDH_03065	CDS	960				hypothetical protein
PCHFIHDH_03066	CDS	1992				hypothetical protein
PCHFIHDH_03067	CDS	951				hypothetical protein
PCHFIHDH_03068	CDS	1056				hypothetical protein
PCHFIHDH_03069	CDS	1992	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PCHFIHDH_03070	CDS	1476	murJ			lipid II flippase MurJ
PCHFIHDH_03071	CDS	345	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
PCHFIHDH_03072	CDS	1239				putative PPE family protein PPE47/PPE48
PCHFIHDH_03073	CDS	567				hypothetical protein
PCHFIHDH_03074	CDS	1425	ramB		COG1396	HTH-type transcriptional regulator RamB
PCHFIHDH_03075	CDS	795			COG3884	putative protein
PCHFIHDH_03076	CDS	1287	icl	4.1.3.1	COG2224	Isocitrate lyase
PCHFIHDH_03077	CDS	867	fadB2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
PCHFIHDH_03078	CDS	861	umaA	2.1.1.-	COG2230	S-adenosylmethionine-dependent methyltransferase UmaA
PCHFIHDH_03079	CDS	192				hypothetical protein
PCHFIHDH_03080	CDS	864	pcaA	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 3
PCHFIHDH_03081	CDS	684				putative HTH-type transcriptional regulator
PCHFIHDH_03082	CDS	1284				hypothetical protein
PCHFIHDH_03083	CDS	417			COG1396	putative HTH-type transcriptional regulator
PCHFIHDH_03084	CDS	606				hypothetical protein
PCHFIHDH_03085	CDS	288				hypothetical protein
PCHFIHDH_03086	CDS	1959				hypothetical protein
PCHFIHDH_03087	CDS	1536	ribZ_3			Riboflavin transporter RibZ
PCHFIHDH_03088	CDS	1740	choD_1	1.1.3.6	COG2303	Cholesterol oxidase
PCHFIHDH_03089	CDS	1557	plcB_1	3.1.4.3	COG3511	Phospholipase C 2
PCHFIHDH_03090	CDS	1578	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
PCHFIHDH_03091	CDS	405	glbO		COG2346	Group 2 truncated hemoglobin GlbO
PCHFIHDH_03092	CDS	642				hypothetical protein
PCHFIHDH_03093	CDS	234				hypothetical protein
PCHFIHDH_03094	CDS	468				putative protein
PCHFIHDH_03095	CDS	2616	pepN_2	3.4.11.2		Aminopeptidase N
PCHFIHDH_03096	CDS	120				hypothetical protein
PCHFIHDH_03097	CDS	315				hypothetical protein
PCHFIHDH_03098	CDS	483				hypothetical protein
PCHFIHDH_03099	CDS	1062		2.3.1.-	COG3424	Polyketide synthase-like Pks10
PCHFIHDH_03100	CDS	1413	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PCHFIHDH_03101	CDS	1197	argG	6.3.4.5	COG0137	Argininosuccinate synthase
PCHFIHDH_03102	CDS	501	argR		COG1438	Arginine repressor
PCHFIHDH_03103	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
PCHFIHDH_03104	CDS	1191	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
PCHFIHDH_03105	CDS	882	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PCHFIHDH_03106	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
PCHFIHDH_03107	CDS	1053	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
PCHFIHDH_03108	CDS	792				hypothetical protein
PCHFIHDH_03109	CDS	120				hypothetical protein
PCHFIHDH_03110	CDS	621	rplJ		COG0244	50S ribosomal protein L10
PCHFIHDH_03111	CDS	393	rplL		COG0222	50S ribosomal protein L7/L12
PCHFIHDH_03112	CDS	741				hypothetical protein
PCHFIHDH_03113	CDS	1503		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
PCHFIHDH_03114	CDS	987	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
PCHFIHDH_03115	CDS	3390	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PCHFIHDH_03116	CDS	3951	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
PCHFIHDH_03117	CDS	393				hypothetical protein
PCHFIHDH_03118	CDS	309				hypothetical protein
PCHFIHDH_03119	CDS	264			COG2114	putative protein
PCHFIHDH_03120	CDS	1518	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
PCHFIHDH_03121	CDS	519	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
PCHFIHDH_03122	rRNA	76				5S ribosomal RNA (partial)
PCHFIHDH_03123	rRNA	3097				23S ribosomal RNA
PCHFIHDH_03124	rRNA	1528				16S ribosomal RNA
PCHFIHDH_03125	CDS	1239	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PCHFIHDH_03126	CDS	594		2.5.1.17	COG2096	Corrinoid adenosyltransferase
PCHFIHDH_03127	CDS	432				putative protein
PCHFIHDH_03128	CDS	366	atpC		COG0355	ATP synthase epsilon chain
PCHFIHDH_03129	CDS	1113	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
PCHFIHDH_03130	CDS	1344	pafA	6.3.1.19		Pup--protein ligase
PCHFIHDH_03131	CDS	999	pafB		COG2378	Protein PafB
PCHFIHDH_03132	CDS	969	pafC		COG2378	Protein PafC
PCHFIHDH_03133	CDS	267	tatA			Sec-independent protein translocase protein TatA
PCHFIHDH_03134	CDS	858	tatC		COG0805	Sec-independent protein translocase protein TatC
PCHFIHDH_03135	CDS	2757	helY	3.6.4.-	COG4581	putative helicase HelY
PCHFIHDH_03136	CDS	765				putative protein
PCHFIHDH_03137	CDS	957		3.1.11.-	COG0258	5'-3' exonuclease
PCHFIHDH_03138	CDS	1128	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
PCHFIHDH_03139	CDS	2244				hypothetical protein
PCHFIHDH_03140	CDS	1530		1.3.99.-		Acyl-CoA dehydrogenase FadE34
PCHFIHDH_03141	CDS	675				hypothetical protein
PCHFIHDH_03142	CDS	831				putative protein
PCHFIHDH_03143	CDS	351				hypothetical protein
PCHFIHDH_03144	CDS	1194				hypothetical protein
PCHFIHDH_03145	CDS	1476				hypothetical protein
PCHFIHDH_03146	CDS	885				hypothetical protein
PCHFIHDH_03147	CDS	153				hypothetical protein
PCHFIHDH_03148	CDS	531				hypothetical protein
PCHFIHDH_03149	CDS	1479		1.14.-.-	COG2124	Putative cytochrome P450 136
PCHFIHDH_03150	CDS	654	ethR_1			HTH-type transcriptional regulator EthR
PCHFIHDH_03151	CDS	876	sadH_2	1.-.-.-		Putative oxidoreductase SadH
PCHFIHDH_03152	CDS	603				hypothetical protein
PCHFIHDH_03153	CDS	558				hypothetical protein
PCHFIHDH_03154	CDS	504				hypothetical protein
PCHFIHDH_03155	CDS	555	sigC_1		COG1595	ECF RNA polymerase sigma factor SigC
PCHFIHDH_03156	CDS	2292	ctpA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
PCHFIHDH_03157	CDS	714			COG5660	putative protein
PCHFIHDH_03158	CDS	810				hypothetical protein
PCHFIHDH_03159	CDS	1419				putative PPE family protein PPE37
PCHFIHDH_03160	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
PCHFIHDH_03161	CDS	555				putative protein
PCHFIHDH_03162	CDS	1596		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
PCHFIHDH_03163	CDS	252				putative protein
PCHFIHDH_03164	CDS	522				hypothetical protein
PCHFIHDH_03165	CDS	471				hypothetical protein
PCHFIHDH_03166	CDS	309				hypothetical protein
PCHFIHDH_03167	CDS	1002	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
PCHFIHDH_03168	CDS	723				hypothetical protein
PCHFIHDH_03169	CDS	666				hypothetical protein
PCHFIHDH_03170	CDS	2403	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
PCHFIHDH_03171	CDS	858	ephD_4	1.-.-.-	COG1028	putative oxidoreductase EphD
PCHFIHDH_03172	CDS	510				hypothetical protein
PCHFIHDH_03173	CDS	2445		2.8.3.-	COG1804	putative CoA-transferase
PCHFIHDH_03174	CDS	1485				hypothetical protein
PCHFIHDH_03175	CDS	663				hypothetical protein
PCHFIHDH_03176	CDS	417				hypothetical protein
PCHFIHDH_03177	CDS	4839	gdh	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
PCHFIHDH_03178	CDS	1677	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
PCHFIHDH_03179	CDS	519				Single-stranded DNA-binding protein
PCHFIHDH_03180	CDS	219				hypothetical protein
PCHFIHDH_03181	CDS	930				hypothetical protein
PCHFIHDH_03182	CDS	2367	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
PCHFIHDH_03183	CDS	693				hypothetical protein
PCHFIHDH_03184	CDS	1110		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
PCHFIHDH_03185	CDS	420				hypothetical protein
PCHFIHDH_03186	CDS	1221	ade	3.5.4.2		Adenine deaminase
PCHFIHDH_03187	CDS	336				hypothetical protein
PCHFIHDH_03188	CDS	1281		1.14.13.239		Carnitine monooxygenase oxygenase subunit
PCHFIHDH_03189	CDS	549				hypothetical protein
PCHFIHDH_03190	CDS	1299				hypothetical protein
PCHFIHDH_03191	CDS	1221		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
PCHFIHDH_03192	CDS	1161	thlA_3	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
PCHFIHDH_03193	CDS	606				hypothetical protein
PCHFIHDH_03194	CDS	504				hypothetical protein
PCHFIHDH_03195	CDS	1272		1.14.-.-	COG2124	Cytochrome P450 144
PCHFIHDH_03196	CDS	189				Ferredoxin
PCHFIHDH_03197	CDS	525				hypothetical protein
PCHFIHDH_03198	CDS	165				hypothetical protein
PCHFIHDH_03199	CDS	1068				hypothetical protein
PCHFIHDH_03200	CDS	615	sigX		COG1595	ECF RNA polymerase sigma factor SigX
PCHFIHDH_03201	CDS	267				hypothetical protein
PCHFIHDH_03202	CDS	885			COG0589	Universal stress protein
PCHFIHDH_03203	CDS	249	fdxA_2		COG1146	Ferredoxin
PCHFIHDH_03204	CDS	888			COG0589	Universal stress protein
PCHFIHDH_03205	CDS	729	folE_2	3.5.4.16		GTP cyclohydrolase 1
PCHFIHDH_03206	CDS	450				18 kDa heat shock protein
PCHFIHDH_03207	CDS	399				hypothetical protein
PCHFIHDH_03208	CDS	234				hypothetical protein
PCHFIHDH_03209	CDS	474	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
PCHFIHDH_03210	CDS	1545	tsdB	1.14.13.220	COG0654	putative NADH-specific resorcinol 4-hydroxylase
PCHFIHDH_03211	CDS	939				hypothetical protein
PCHFIHDH_03212	CDS	1155				hypothetical protein
PCHFIHDH_03213	CDS	687				hypothetical protein
PCHFIHDH_03214	CDS	1029				hypothetical protein
PCHFIHDH_03215	CDS	1584				hypothetical protein
PCHFIHDH_03216	CDS	903				hypothetical protein
PCHFIHDH_03217	CDS	390				putative protein
PCHFIHDH_03218	CDS	543				hypothetical protein
PCHFIHDH_03219	CDS	786	fucA_2	4.1.2.17		L-fuculose phosphate aldolase
PCHFIHDH_03220	CDS	891	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PCHFIHDH_03221	CDS	885			COG2321	putative protein
PCHFIHDH_03222	CDS	516				putative protein
PCHFIHDH_03223	CDS	807		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
PCHFIHDH_03224	CDS	1776	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
PCHFIHDH_03225	CDS	435	ddn_1	1.-.-.-		Deazaflavin-dependent nitroreductase
PCHFIHDH_03226	CDS	1059			COG4129	putative protein
PCHFIHDH_03227	CDS	399				hypothetical protein
PCHFIHDH_03228	CDS	1596		2.4.1.18	COG1543	putative 1,4-alpha-glucan branching enzyme
PCHFIHDH_03229	CDS	822		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase
PCHFIHDH_03230	CDS	792	etfB		COG2086	Electron transfer flavoprotein subunit beta
PCHFIHDH_03231	CDS	957	etfA		COG2025	Electron transfer flavoprotein subunit alpha
PCHFIHDH_03232	CDS	861				hypothetical protein
PCHFIHDH_03233	CDS	837				hypothetical protein
PCHFIHDH_03234	CDS	501				hypothetical protein
PCHFIHDH_03235	CDS	1182	iscS	2.8.1.7	COG1104	IscS-like cysteine desulfurase
PCHFIHDH_03236	CDS	1092	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
PCHFIHDH_03237	CDS	630				hypothetical protein
PCHFIHDH_03238	CDS	1014				hypothetical protein
PCHFIHDH_03239	CDS	141				hypothetical protein
PCHFIHDH_03240	CDS	510				hypothetical protein
PCHFIHDH_03241	CDS	189				hypothetical protein
PCHFIHDH_03242	CDS	2808	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
PCHFIHDH_03243	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
PCHFIHDH_03244	CDS	489				hypothetical protein
PCHFIHDH_03245	CDS	729	gntR			putative D-xylose utilization operon transcriptional repressor
PCHFIHDH_03246	CDS	1389	puuP_1		COG0531	Putrescine importer PuuP
PCHFIHDH_03247	CDS	2940	argD_2	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
PCHFIHDH_03248	CDS	786	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
PCHFIHDH_03249	CDS	1251	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
PCHFIHDH_03250	CDS	1041	gap_2	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
PCHFIHDH_03251	CDS	795				hypothetical protein
PCHFIHDH_03252	CDS	438	mmpS2			putative transport accessory protein MmpS2
PCHFIHDH_03253	CDS	2994	mmpL2_2		COG2409	putative transport protein MmpL2
PCHFIHDH_03254	CDS	276			COG0526	putative protein
PCHFIHDH_03255	CDS	1422	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
PCHFIHDH_03256	CDS	945	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
PCHFIHDH_03257	CDS	1677	cysG_2	4.99.1.4		Siroheme synthase
