# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_4726	LOCUS_46730	sequence0040:32153..32314(+)	internal_stop_codon	32312..32314(+)		WP_003900263.1	DUF427 domain-containing protein	83.0	17.3	90.9
MGA_4727	LOCUS_46740	sequence0040:32324..32938(+)	internal_stop_codon	32312..32314(+)		WP_003900263.1	DUF427 domain-containing protein	99.5	79.1	80.8
MGA_4734	LOCUS_46810	sequence0040:41461..43620(+)	partial			WP_010886090.1	PE family protein	16.6	13.5	49.6
MGA_4736	LOCUS_46820	sequence0041:970..3624(-)	partial			WP_099318959.1	PE family protein	13.3	25.8	59.3
MGA_4745	LOCUS_46910	sequence0041:13956..14759(+)	frameshift		13936,13939	WP_003405732.1	RDD family protein	62.2	69.2	83.1
MGA_4757	LOCUS_47030	sequence0041:25103..26632(+)	partial			WP_010886091.1	PE family protein	23.2	19.5	60.2
MGA_4768	LOCUS_47140	sequence0041:37809..38390(+)	frameshift		37726	WP_003405815.1	DUF4245 domain-containing protein	99.5	82.4	76.0
MGA_4792	LOCUS_47370	sequence0042:21977..25402(-)	frameshift		25541	WP_010886165.1	PE family protein	10.0	7.4	57.0
MGA_4794	LOCUS_47390	sequence0042:26397..26900(-)	partial			WP_005086416.1	hypothetical protein	65.9	76.4	43.2
MGA_4795	LOCUS_47400	sequence0042:27168..28460(-)	partial			WP_003401347.1	PPE family protein	47.7	36.3	48.3
MGA_4800	LOCUS_47450	sequence0042:32209..33012(+)	partial			WP_005110186.1	hypothetical protein	74.9	73.7	29.6
MGA_4811	LOCUS_47560	sequence0042:41961..>42743(-)	partial			WP_003906336.1	PPE family protein	96.9	9.8	34.3
MGA_4825	LOCUS_47690	sequence0043:14581..19245(+)	partial			WP_027084589.1	non-ribosomal peptide synthetase	41.4	19.5	33.8
MGA_4835	LOCUS_47790	sequence0043:29089..31116(-)	partial			WP_009939865.1	PE family protein	18.5	23.5	51.2
MGA_4840	LOCUS_47840	sequence0043:34311..34925(-)	partial			WP_003899159.1	hypothetical protein	70.6	44.0	64.6
MGA_4854	LOCUS_47960	sequence0044:10907..14221(+)	frameshift		14194	WP_003900387.1	type I polyketide synthase	99.5	51.9	72.9
MGA_4855	LOCUS_47970	sequence0044:14223..17270(+)	frameshift		14197	WP_003900387.1	type I polyketide synthase	100.0	47.8	63.8
MGA_4906	LOCUS_48440	sequence0046:10327..12516(+)	partial			WP_010886120.1	PPE family protein	42.8	42.9	49.2
MGA_4915	LOCUS_48530	sequence0046:19811..21313(+)	partial			WP_010950639.1	PecA family PE domain-processing aspartic protease	30.4	27.2	52.6
MGA_4916	LOCUS_48540	sequence0046:21458..23629(+)	partial			WP_003899118.1	PecA family PE domain-processing aspartic protease	21.0	27.2	49.3
MGA_4922	LOCUS_48600	sequence0046:27084..27383(-)	partial			WP_003420544.1	lipoprotein LpqH	99.0	61.6	80.6
MGA_4935	LOCUS_48710	sequence0047:7211..8164(+)	frameshift,internal_stop_codon	7252..7254(+)	7133,7278	WP_003916225.1	L,D-transpeptidase LdtMt4	79.5	68.9	88.1
MGA_4949	LOCUS_48850	sequence0047:26388..27185(+)	internal_stop_codon	27183..27185(+)		WP_003401206.1	hypothetical protein	96.6	71.5	45.6
MGA_4950	LOCUS_48860	sequence0047:27195..27518(+)	internal_stop_codon	27183..27185(+)		WP_003401206.1	hypothetical protein	82.2	21.1	50.0
MGA_4955	LOCUS_48910	sequence0047:33639..34040(-)	partial			WP_013228395.1	CD225/dispanin family protein	47.4	51.2	51.5
MGA_4962	LOCUS_48980	sequence0048:9161..9679(+)	partial			WP_003412710.1	single-stranded DNA-binding protein	73.3	78.3	87.3
MGA_4971	LOCUS_49060	sequence0048:22019..23758(+)	partial			WP_000615086.1	alpha/beta fold hydrolase	97.6	49.9	31.7
MGA_4991	LOCUS_49240	sequence0049:11854..12963(+)	partial			WP_063170440.1	zinc-dependent alcohol dehydrogenase family protein	55.0	62.3	29.4
MGA_4999	LOCUS_49320	sequence0049:18540..19235(+)	partial			WP_010980322.1	type-4 uracil-DNA glycosylase	52.4	54.5	32.8
MGA_5007	LOCUS_49400	sequence0049:25462..25878(+)	partial			WP_012640167.1	DUF1330 domain-containing protein	88.4	74.2	34.4
MGA_5011	LOCUS_49440	sequence0049:28200..29849(+)	frameshift		28085	WP_011727115.1	hypothetical protein	60.5	63.9	41.6
MGA_5041	LOCUS_49720	sequence0050:29896..>30892(-)	partial			WP_001133941.1	non-ribosomal peptide synthetase DhbF	97.6	14.0	30.2
MGA_5050	LOCUS_49810	sequence0051:6692..8545(+)	partial			WP_010886110.1	serine/threonine protein kinase PknH	70.7	67.9	63.6
MGA_5052	LOCUS_49830	sequence0051:11398..13401(+)	partial			WP_010886110.1	serine/threonine protein kinase PknH	44.4	47.3	87.5
MGA_5053	LOCUS_49840	sequence0051:13413..13982(-)	internal_stop_codon	14019..14021(-)		WP_003406375.1	transcriptional regulator AbmR	100.0	81.4	80.4
MGA_5056	LOCUS_49870	sequence0051:17056..17589(+)	partial			WP_003407152.1	membrane protein	87.0	66.4	40.9
MGA_5067	LOCUS_49980	sequence0051:28345..30396(+)	partial			WP_010886105.1	PE family protein	22.3	21.9	55.9
MGA_5072	LOCUS_50010	sequence0052:3539..4006(-)	partial			WP_157890372.1	(2Fe-2S)-binding protein	98.1	71.2	77.0
MGA_5074	LOCUS_50030	sequence0052:4330..5241(+)	frameshift		4316	WP_003402684.1	HAD-IB family hydrolase	93.1	76.7	85.7
MGA_5100	LOCUS_50290	sequence0053:1754..2485(+)	partial			WP_003412613.1	resuscitation-promoting factor protein RpfE	33.7	47.7	82.9
MGA_5115	LOCUS_50440	sequence0053:18432..20840(-)	frameshift,internal_stop_codon	20993..20995(-),18431..18433(-),19619..19621(-)	19354,21019,19531	WP_011861926.1	collagen-like exosporium glycoprotein BclA3	60.6	66.0	28.2
MGA_5124	LOCUS_50510	sequence0054:1239..3002(-)	frameshift		1352,1469	WP_010886118.1	PE family protein	22.5	17.8	59.1
MGA_5149	LOCUS_50740	sequence0055:4503..4805(+)	frameshift,internal_stop_codon	4383..4385(+)	4442,4364	WP_011730597.1	hypothetical protein	97.0	42.7	57.7
MGA_5151	LOCUS_50760	sequence0055:7274..9280(-)	partial			WP_003906993.1	PPE family protein	61.1	58.3	38.8
MGA_5152	LOCUS_50770	sequence0055:9713..9985(+)	partial			WP_003404838.1	chorismate mutase	86.7	74.3	75.6
MGA_5157	LOCUS_50820	sequence0055:14575..15636(-)	partial			WP_099318959.1	PE family protein	37.1	28.6	56.5
MGA_5158	LOCUS_50830	sequence0055:15755..17464(-)	partial			WP_010886091.1	PE family protein	21.3	20.0	60.3
MGA_5159	LOCUS_50840	sequence0055:17540..19246(-)	partial			WP_010886091.1	PE family protein	20.2	19.0	57.4
MGA_5161	LOCUS_50860	sequence0055:20325..21230(+)	partial			WP_011730613.1	diiron oxygenase	100.0	73.1	72.8
MGA_5174	LOCUS_50970	sequence0056:7543..9846(-)	partial			WP_010950791.1	PE family protein	18.8	23.4	46.5
MGA_5186	LOCUS_51090	sequence0056:22532..22834(-)	partial			WP_003411107.1	hypothetical protein	99.0	73.7	82.2
MGA_5193	LOCUS_51160	sequence0057:143..415(-)	frameshift,internal_stop_codon	143..145(-),104..106(-)	130	WP_225580817.1	IS3 family transposase	100.0	23.3	57.8
MGA_5194	LOCUS_51170	sequence0057:688..2145(+)	frameshift		691,772,805,694	WP_146462232.1	zinc-ribbon domain-containing protein	36.5	26.1	34.1
MGA_5212	LOCUS_51350	sequence0057:18611..18988(+)	partial			WP_003900651.1	hypothetical protein	87.2	74.4	55.5
MGA_5218	LOCUS_51410	sequence0057:24510..>25872(-)	partial			WP_010950436.1	PE family protein	12.1	6.9	70.9
MGA_5224	LOCUS_51460	sequence0058:6545..6799(-)	partial			WP_003899522.1	DUF2631 domain-containing protein	81.0	69.2	75.0
MGA_5235	LOCUS_51570	sequence0058:18477..19232(+)	partial			WP_003900586.1	gamma-glutamyl-gamma-aminobutyrate hydrolase	91.6	74.7	75.7
MGA_5236	LOCUS_51580	sequence0058:19290..20258(-)	partial			WP_003899026.1	PPE family protein	66.5	51.5	33.5
MGA_5241	LOCUS_51610	sequence0059:2589..7976(+)	frameshift		5156	WP_206334115.1	type I polyketide synthase	95.9	33.9	48.0
MGA_5242	LOCUS_51620	sequence0059:7992..13595(+)	partial			WP_206334115.1	type I polyketide synthase	95.1	33.5	51.1
MGA_5243	LOCUS_51630	sequence0059:13633..23847(+)	partial			WP_206334115.1	type I polyketide synthase	96.9	64.4	43.3
MGA_5244	LOCUS_51640	sequence0059:23891..>24433(-)	partial			WP_085976170.1	IS3 family transposase	100.0	46.4	74.4
MGA_5262	LOCUS_51810	sequence0060:18799..19092(+)	partial			WP_005110193.1	hypothetical protein	78.4	74.0	55.8
MGA_5283	LOCUS_52000	sequence0061:17544..17756(-)	partial			WP_003411454.1	TIGR01777 family oxidoreductase	82.9	19.3	74.1
MGA_5286	LOCUS_52030	sequence0062:674..853(-)	frameshift,internal_stop_codon	674..676(-)	637	WP_011726740.1	plasmid pRiA4b ORF-3 family protein	66.1	16.7	71.8
MGA_5288	LOCUS_52050	sequence0062:1556..1894(-)	frameshift,internal_stop_codon	1556..1558(-),1538..1540(-)	1507	WP_011727590.1	IS1380-like element ISMsm11 family transposase	100.0	24.0	79.5
MGA_5289	LOCUS_52060	sequence0062:2199..2813(-)	partial			WP_011970928.1	IS110 family transposase	77.9	43.8	41.1
MGA_5291	LOCUS_52080	sequence0062:5776..6231(+)	frameshift,internal_stop_codon	5655..5657(+),5631..5633(+)	5513,5735	WP_011728521.1	IS30-like element ISMsm8 family transposase	99.3	32.2	71.3
MGA_5305	LOCUS_52220	sequence0062:18640..>19182(-)	partial			WP_003419226.1	PPE family protein	100.0	47.5	50.3
MGA_5314	LOCUS_52310	sequence0063:8282..8635(-)	frameshift		8768	WP_003906700.1	PPE family protein	100.0	11.9	58.1
MGA_5316	LOCUS_52320	sequence0063:9511..11241(-)	frameshift,internal_stop_codon	9990..9992(-),10125..10127(-),10035..10037(-),9960..9962(-),10155..10157(-)	9648,9908,9540,9542,10248,9320,9567	WP_010950590.1	PPE family protein	89.8	50.3	49.1
MGA_5327	LOCUS_52420	sequence0064:4401..4829(+)	partial			WP_005084922.1	heme-binding protein	57.7	74.5	56.1
MGA_5349	LOCUS_52620	sequence0065:10364..10621(-)	frameshift,internal_stop_codon	10363..10365(-)	10665	WP_012296512.1	recombinase family protein	100.0	15.5	82.4
MGA_5350	LOCUS_52630	sequence0065:11269..11469(-)	partial			WP_005110629.1	plasmid replication initiator protein	90.9	12.0	61.7
MGA_5356	LOCUS_52690	sequence0065:13688..13906(+)	frameshift		13852	WP_011727856.1	IS256 family transposase	73.6	12.3	70.4
MGA_5357	LOCUS_52700	sequence0065:13867..14070(+)	frameshift		13852	WP_011727856.1	IS256 family transposase	47.8	7.3	81.2
MGA_5361	LOCUS_52740	sequence0065:17969..19045(-)	partial			WP_009968094.1	non-ribosomal peptide synthetase DhbF	98.3	15.3	39.3
MGA_5437	LOCUS_53470	sequence0070:3796..4902(-)	partial			WP_011727145.1	EspA/EspE family type VII secretion system effector	39.4	80.6	28.8
MGA_5442	LOCUS_53520	sequence0070:9132..9893(-)	partial			WP_010950952.1	type VII secretion system ESX-1 associated protein EspK	78.7	27.0	58.7
MGA_5444	LOCUS_53540	sequence0070:10927..12123(-)	partial			WP_011727145.1	EspA/EspE family type VII secretion system effector	35.4	81.7	27.2
MGA_5451	LOCUS_53600	sequence0071:2304..2660(+)	partial			WP_003419814.1	hypothetical protein	37.3	34.1	54.5
MGA_5470	LOCUS_53780	sequence0072:6475..7014(-)	partial			WP_003570709.1	acetolactate synthase AlsS	70.4	22.2	48.4
MGA_5471	LOCUS_53790	sequence0072:7765..9357(-)	partial			WP_005110647.1	non-ribosomal peptide synthetase	91.5	30.3	39.1
MGA_5483	LOCUS_53890	sequence0073:6855..7130(+)	frameshift,internal_stop_codon	7128..7130(+)	7145	WP_003402695.1	glutaredoxin family protein	90.1	84.5	78.0
MGA_5492	LOCUS_53970	sequence0074:4094..5956(+)	partial			WP_099318959.1	PE family protein	20.6	27.7	53.9
MGA_5505	LOCUS_54080	sequence0075:5420..6139(-)	frameshift		6191	WP_003411507.1	HAD family hydrolase	99.6	81.8	68.5
MGA_5513	LOCUS_54140	sequence0076:3536..6121(+)	partial			WP_003901009.1	PE family protein	15.2	74.9	47.3
MGA_5524	LOCUS_54230	sequence0077:4600..6651(+)	partial			WP_010950952.1	type VII secretion system ESX-1 associated protein EspK	48.3	44.6	52.1
MGA_5542	LOCUS_54380	sequence0080:<1..4802(+)	frameshift		5092	WP_041180293.1	type I polyketide synthase	95.7	72.2	61.1
MGA_5547	LOCUS_54410	sequence0081:1806..3446(+)	partial			WP_010950748.1	PE family protein	27.5	27.3	61.3
MGA_5552	LOCUS_54430	sequence0083:<1..1076(+)	partial			WP_009968094.1	non-ribosomal peptide synthetase DhbF	99.4	15.1	35.6
MGA_5567	LOCUS_54490	sequence0091:<1..2287(+)	frameshift		2411	WP_011030787.1	type I polyketide synthase	89.8	14.4	43.4
MGA_5586	LOCUS_54510	sequence0108:<1..921(+)	partial			WP_003399995.1	type VII secretion system ESX-1 target EspB	95.4	67.2	32.7
MGA_5611	LOCUS_54550	sequence0129:392..>934(-)	partial			WP_003419226.1	PPE family protein	100.0	47.5	47.2
MGA_5614	LOCUS_54560	sequence0131:123..461(-)	partial			WP_003912666.1	ABC transporter permease	45.5	20.5	68.6
MGA_5640	LOCUS_54580	sequence0155:2..163(+)	partial			WP_015040285.1	TonB-dependent alcaligin siderophore receptor FauA	100.0	7.2	52.8
MGA_5734	LOCUS_54630	sequence0230:40..297(-)	partial			WP_002555987.1	F0F1 ATP synthase subunit C	74.1	74.1	95.2
MGA_5797	LOCUS_54640	sequence0282:2..262(+)	partial			WP_046463958.1	bifunctional diguanylate cyclase/phosphodiesterase	100.0	10.4	68.6
MGA_5916	LOCUS_54670	sequence0384:3..281(+)	partial			WP_003102328.1	alpha/beta hydrolase	78.3	24.2	69.4
MGA_5920	LOCUS_54680	sequence0388:7..192(+)	partial			WP_003112762.1	multidrug efflux RND transporter permease subunit MexW	96.7	5.8	74.6
MGA_5971	LOCUS_54700	sequence0435:1..330(+)	partial			WP_005763452.1	CYTH domain-containing protein	99.1	23.7	73.1
MGA_5980	LOCUS_54710	sequence0443:135..353(-)	partial			WP_010889481.1	NAD(P)-dependent oxidoreductase	80.6	19.8	53.4
MGA_5997	LOCUS_54720	sequence0460:1..318(+)	partial			WP_003101291.1	LysR family transcriptional regulator AmpR	95.2	33.8	75.0
MGA_6033	LOCUS_54730	sequence0493:4..246(+)	partial			WP_003403247.1	glycerol-3-phosphate transporter	100.0	17.8	78.8
MGA_6074	LOCUS_54740	sequence0528:4..252(+)	partial			WP_005767017.1	flagellar hook-associated protein FlgK	98.8	11.8	64.2
MGA_6225	LOCUS_54780	sequence0664:107..307(-)	partial			WP_011269047.1	50S ribosomal protein L11 methyltransferase	100.0	30.4	81.8
MGA_6233	LOCUS_54790	sequence0672:5..295(+)	partial			WP_003411228.1	efflux RND transporter periplasmic adaptor subunit	100.0	23.0	71.9
MGA_6293	LOCUS_54830	sequence0726:37..294(-)	partial			WP_007245540.1	calcium:proton antiporter	100.0	23.3	94.1
MGA_6414	LOCUS_54840	sequence0833:1..210(+)	partial			WP_011035599.1	dihydroxy-acid dehydratase	98.6	11.1	86.8
MGA_6422	LOCUS_54850	sequence0840:1..168(+)	partial			WP_001283626.1	RNA polymerase sigma factor FecI	90.9	28.9	60.0
MGA_6587	LOCUS_54860	sequence0990:1..198(+)	partial			WP_011268728.1	amino acid ABC transporter ATP-binding protein	100.0	26.6	86.2
MGA_6685	LOCUS_54880	sequence1081:1..222(+)	partial			WP_005766612.1	ribonucleotide-diphosphate reductase subunit beta	100.0	17.6	100.0
MGA_6798	LOCUS_54890	sequence1190:8..214(+)	partial			WP_005763877.1	FliM/FliN family flagellar motor switch protein	91.2	45.3	54.8
MGA_6855	LOCUS_54910	sequence1246:1..252(+)	partial			WP_003106396.1	anti-sigma factor VreR	97.6	25.4	71.6
MGA_6886	LOCUS_54920	sequence1276:99..263(-)	partial			WP_003090818.1	cupin domain-containing protein	98.1	46.5	75.5
MGA_7242	LOCUS_54960	sequence1612:86..250(-)	partial			WP_201417992.1	alpha/beta hydrolase	100.0	17.2	63.0
MGA_7273	LOCUS_54970	sequence1642:2..226(+)	partial			WP_003399773.1	lytic murein transglycosylase B	97.3	21.5	84.7
MGA_7508	LOCUS_54980	sequence1858:1..174(+)	partial			WP_003086072.1	DUF2069 domain-containing protein	93.0	38.1	62.3
MGA_7600	LOCUS_54990	sequence1942:92..238(-)	partial			WP_002552468.1	preprotein translocase subunit YajC	100.0	43.2	83.3
MGA_7792	LOCUS_55020	sequence2133:30..233(-)	partial			WP_011029697.1	3-oxoacyl-ACP reductase	100.0	15.6	85.1
MGA_7856	LOCUS_55030	sequence2200:10..231(-)	partial			WP_013383806.1	Zn-dependent hydrolase	97.3	17.1	69.0
