# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_4663	LOCUS_43370	sequence0359:1669..2043(-)	partial			WP_003897321.1	hypothetical protein	96.8	57.6	47.9
MGA_4678	LOCUS_43480	sequence0363:2450..2860(+)	partial			WP_003899794.1	hypothetical protein	62.5	75.9	76.5
MGA_4681	LOCUS_43490	sequence0365:289..1083(+)	frameshift		308	WP_003420774.1	polyketide synthase Pks13	100.0	15.2	93.2
MGA_4694	LOCUS_43560	sequence0368:1436..2050(-)	partial			WP_030568499.1	IS110 family transposase	98.0	48.1	44.5
MGA_4704	LOCUS_43660	sequence0372:122..835(+)	frameshift		796	WP_003407477.1	ABC transporter ATP-binding protein	89.0	67.4	91.9
MGA_4705	LOCUS_43670	sequence0372:846..1052(+)	frameshift		796	WP_003407477.1	ABC transporter ATP-binding protein	98.5	21.4	86.6
MGA_4710	LOCUS_43710	sequence0373:1433..1936(+)	partial			WP_010950494.1	hypothetical protein	82.0	59.1	78.1
MGA_4716	LOCUS_43750	sequence0374:1335..2096(-)	partial			WP_010950952.1	type VII secretion system ESX-1 associated protein EspK	78.7	27.0	58.7
MGA_4733	LOCUS_43880	sequence0380:109..2703(+)	partial			WP_011727967.1	hypothetical protein	62.6	41.9	28.5
MGA_4736	LOCUS_43910	sequence0381:1569..2138(+)	internal_stop_codon	1530..1532(+)		WP_003406375.1	transcriptional regulator AbmR	100.0	81.4	80.4
MGA_4737	LOCUS_43920	sequence0381:2150..>3054(-)	partial			WP_010886110.1	serine/threonine protein kinase PknH	96.0	44.6	64.7
MGA_4741	LOCUS_43950	sequence0382:2687..2989(+)	frameshift		2798	WP_003899008.1	DUF5073 family protein	52.0	40.9	61.5
MGA_4747	LOCUS_43990	sequence0385:<1..635(+)	partial			WP_029104227.1	AAA family ATPase	99.5	52.4	78.0
MGA_4772	LOCUS_44180	sequence0391:2562..2873(-)	partial			WP_003417162.1	protein UsfY	99.0	74.5	81.4
MGA_4773	LOCUS_44190	sequence0392:<1..2827(+)	partial			WP_003410063.1	trehalose-phosphatase	99.7	70.8	60.4
MGA_4784	LOCUS_44270	sequence0396:<1..648(+)	partial			WP_003898633.1	citrate synthase 2	100.0	57.6	88.8
MGA_4786	LOCUS_44290	sequence0397:<1..1125(+)	partial			WP_003904960.1	long-chain-fatty-acid--AMP ligase FAAL26/FadD26	99.5	63.8	82.3
MGA_4799	LOCUS_44360	sequence0401:281..553(-)	frameshift		744	WP_003414085.1	PPE family protein	100.0	24.1	56.8
MGA_4800	LOCUS_44370	sequence0401:622..1470(-)	frameshift		741	WP_003405368.1	PPE family protein	86.5	62.7	68.6
MGA_4802	LOCUS_44390	sequence0402:228..431(-)	partial			WP_001830666.1	acetolactate synthase AlsS	70.1	8.5	48.9
MGA_4803	LOCUS_44400	sequence0402:565..1215(-)	frameshift		630	WP_014831009.1	acetolactate decarboxylase	77.3	64.5	51.5
MGA_4805	LOCUS_44420	sequence0402:2295..2744(-)	partial			WP_000044321.1	acetaldehyde dehydrogenase	94.6	44.3	45.4
MGA_4806	LOCUS_44430	sequence0403:86..>2744(-)	partial			WP_041180293.1	type I polyketide synthase	98.1	41.1	77.4
MGA_4818	LOCUS_44500	sequence0408:2216..2674(+)	partial			WP_003408366.1	TetR family transcriptional regulator	99.3	72.9	72.2
MGA_4822	LOCUS_44540	sequence0410:<1..531(+)	frameshift,internal_stop_codon	529..531(+)	564	WP_009936266.1	NAD(P)H-quinone dehydrogenase	100.0	35.7	92.6
MGA_4839	LOCUS_44660	sequence0415:1113..1979(+)	partial			WP_012257358.1	WecB/TagA/CpsF family glycosyltransferase	57.6	32.9	38.0
MGA_4844	LOCUS_44680	sequence0417:813..1346(-)	frameshift		905	WP_011729105.1	catalase	81.4	29.7	84.7
MGA_4845	LOCUS_44690	sequence0417:1509..1883(-)	partial			WP_003419814.1	hypothetical protein	35.5	34.1	54.5
MGA_4852	LOCUS_44760	sequence0419:1719..>2541(-)	partial			WP_003399865.1	type VII secretion system ESX-1 FtsK/SpoIIIE family ATPase EccCb1	100.0	46.2	88.3
MGA_4871	LOCUS_44870	sequence0425:396..1085(-)	partial			WP_164928895.1	fatty acyl-AMP ligase	59.4	23.2	53.7
MGA_4872	LOCUS_44880	sequence0425:1037..2392(-)	frameshift		1249	WP_164928895.1	fatty acyl-AMP ligase	72.5	55.7	42.9
MGA_4873	LOCUS_44890	sequence0426:<1..2265(+)	frameshift		2389	WP_011030787.1	type I polyketide synthase	89.7	14.2	43.0
MGA_4876	LOCUS_44900	sequence0427:723..1118(+)	partial			WP_003408004.1	TM2 domain-containing protein	76.3	68.5	86.0
MGA_4882	LOCUS_44940	sequence0430:<1..545(+)	partial			WP_003400005.1	type VII secretion system ESX-2 AAA family ATPase EccA2	100.0	29.1	87.2
MGA_4887	LOCUS_44970	sequence0431:1340..>2323(-)	partial			WP_010886125.1	PE domain-containing protein	94.2	30.3	52.1
MGA_4897	LOCUS_45010	sequence0435:1030..2136(-)	partial			WP_011727145.1	EspA/EspE family type VII secretion system effector	39.4	80.6	28.8
MGA_4901	LOCUS_45030	sequence0436:1522..>2288(-)	partial			WP_011731423.1	short-chain fatty acyl-CoA regulator family protein	96.5	51.9	79.2
MGA_4915	LOCUS_45100	sequence0441:673..>2221(-)	partial			WP_003910414.1	type I polyketide synthase	99.4	50.6	61.8
MGA_4917	LOCUS_45110	sequence0442:349..>2221(-)	partial			WP_003900743.1	MFS transporter	99.7	60.0	62.0
MGA_4925	LOCUS_45160	sequence0446:<1..924(+)	partial			WP_010895606.1	non-ribosomal peptide synthetase	62.9	8.9	35.2
MGA_4926	LOCUS_45170	sequence0446:944..1501(+)	partial			WP_010974487.1	flavin reductase	91.4	49.2	34.9
MGA_4932	LOCUS_45190	sequence0448:1445..>2140(-)	partial			WP_003899735.1	FHA domain-containing protein	97.0	57.1	75.9
MGA_4936	LOCUS_45220	sequence0451:<1..1185(+)	partial			WP_011727070.1	PPE family protein	45.9	34.4	41.8
MGA_4949	LOCUS_45300	sequence0455:1543..>2081(-)	partial			WP_003910172.1	NEW3 domain-containing protein	99.4	14.7	64.8
MGA_4954	LOCUS_45340	sequence0457:590..1357(+)	frameshift		1288	WP_003900723.1	PPE family protein	89.8	55.7	63.9
MGA_4955	LOCUS_45350	sequence0457:1321..1836(+)	frameshift		1288	WP_003900723.1	PPE family protein	100.0	41.2	56.4
MGA_4961	LOCUS_45370	sequence0460:656..>2016(-)	partial			WP_015288299.1	PPE family protein	93.1	67.7	53.2
MGA_4969	LOCUS_45420	sequence0464:2..340(+)	partial			WP_011730811.1	TetR/AcrR family transcriptional regulator	99.1	53.4	56.8
MGA_4970	LOCUS_45430	sequence0464:411..1241(-)	partial			WP_003417299.1	BTAD domain-containing putative transcriptional regulator	97.5	70.3	60.6
MGA_4973	LOCUS_45450	sequence0465:468..1280(+)	partial			WP_010950952.1	type VII secretion system ESX-1 associated protein EspK	100.0	36.4	71.0
MGA_4984	LOCUS_45510	sequence0471:<1..598(+)	partial			WP_003916653.1	(Fe-S)-binding protein	66.7	12.8	40.4
MGA_4988	LOCUS_45530	sequence0473:35..1753(+)	frameshift,internal_stop_codon	23..25(+)	1744,1681,1642,1678	WP_011028842.1	non-ribosomal peptide synthetase	94.1	7.2	49.6
MGA_4991	LOCUS_45540	sequence0474:154..1212(+)	frameshift		1068	WP_003403850.1	phosphoglycerate mutase PE_PGRS11	49.7	31.2	58.2
MGA_4992	LOCUS_45550	sequence0474:1191..1901(+)	frameshift		1089	WP_003403850.1	phosphoglycerate mutase PE_PGRS11	94.5	38.4	67.4
MGA_5005	LOCUS_45610	sequence0480:3..326(+)	partial			WP_003404349.1	class I SAM-dependent methyltransferase	100.0	35.5	68.2
MGA_5008	LOCUS_45640	sequence0482:<1..963(+)	partial			WP_003911169.1	type I polyketide synthase	99.4	22.8	56.2
MGA_5014	LOCUS_45680	sequence0484:58..945(-)	partial			WP_010950935.1	glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding protein ProX	41.7	38.4	44.7
MGA_5017	LOCUS_45700	sequence0485:262..423(+)	frameshift		229	WP_010950953.1	type VII secretion system ESX-1 target EspB	67.9	7.8	86.1
MGA_5022	LOCUS_45730	sequence0487:550..1764(+)	partial			WP_013225697.1	amidohydrolase family protein	71.8	72.9	31.1
MGA_5041	LOCUS_45850	sequence0495:913..>1713(-)	partial			WP_011031745.1	glycoside hydrolase family 64 protein	91.4	61.6	28.1
MGA_5055	LOCUS_45890	sequence0504:735..>1599(-)	partial			WP_003410178.1	erythromycin esterase family protein	99.0	41.6	80.6
MGA_5057	LOCUS_45900	sequence0505:1443..1598(-)	partial			WP_003413369.1	adenine phosphoribosyltransferase	98.0	22.4	68.0
MGA_5058	LOCUS_45910	sequence0506:2..1504(+)	partial			WP_013227688.1	SpoIIE family protein phosphatase	97.6	35.3	42.5
MGA_5066	LOCUS_45960	sequence0510:<1..846(+)	partial			WP_003416376.1	PPE family protein	100.0	74.0	55.7
MGA_5069	LOCUS_45980	sequence0511:1300..1554(+)	partial			WP_003899680.1	DUF1049 domain-containing protein	92.9	66.7	61.5
MGA_5090	LOCUS_46120	sequence0523:1..906(+)	partial			WP_010879270.1	amino acid permease	95.0	53.9	39.7
MGA_5097	LOCUS_46160	sequence0527:852..1283(-)	partial			WP_003401347.1	PPE family protein	97.2	23.6	44.0
MGA_5103	LOCUS_46200	sequence0530:901..1386(-)	partial			WP_003408004.1	TM2 domain-containing protein	68.9	69.9	46.5
MGA_5116	LOCUS_46250	sequence0536:865..>1385(-)	partial			WP_003419226.1	PPE family protein	95.9	43.8	48.9
MGA_5126	LOCUS_46280	sequence0542:<1..1060(+)	partial			WP_003408360.1	acyl-CoA synthetase	98.6	34.7	83.0
MGA_5132	LOCUS_46320	sequence0545:437..>1347(-)	partial			WP_003909105.1	type VII secretion system ESX-1 associated protein EspI	98.0	44.4	67.6
MGA_5147	LOCUS_46390	sequence0554:745..>1312(-)	partial			WP_011727950.1	polysulfide reductase NrfD	88.8	49.1	68.9
MGA_5148	LOCUS_46400	sequence0555:<1..1231(+)	partial			WP_011731079.1	adenylate/guanylate cyclase domain-containing protein	87.8	64.3	32.3
MGA_5159	LOCUS_46430	sequence0562:145..>1257(-)	partial			WP_011144393.1	potassium channel protein	82.4	44.8	29.1
MGA_5163	LOCUS_46450	sequence0564:264..>1256(-)	partial			WP_013530979.1	SDR family NAD(P)-dependent oxidoreductase	60.3	66.7	38.9
MGA_5165	LOCUS_46460	sequence0565:536..>1249(-)	partial			WP_005094688.1	sulfotransferase	100.0	56.2	27.0
MGA_5166	LOCUS_46470	sequence0566:42..641(-)	partial			WP_003905037.1	IS110 family transposase	97.5	34.0	82.0
MGA_5179	LOCUS_46520	sequence0574:457..1125(-)	frameshift		594	WP_011726791.1	amidohydrolase family protein	79.3	41.6	60.2
MGA_5181	LOCUS_46530	sequence0575:45..>1184(-)	partial			WP_003900344.1	cobalt-translocating P-type ATPase CtpD	100.0	58.1	79.3
MGA_5191	LOCUS_46570	sequence0580:509..970(-)	partial			WP_003114574.1	3-dehydroquinate synthase	69.3	28.0	38.7
MGA_5194	LOCUS_46590	sequence0582:154..1122(+)	partial			WP_003899026.1	PPE family protein	66.5	51.5	33.5
MGA_5201	LOCUS_46630	sequence0587:<1..990(+)	partial			WP_011727550.1	SIR2 family protein	97.9	62.1	58.0
MGA_5212	LOCUS_46670	sequence0593:1..783(+)	partial			WP_011028853.1	inositol-3-phosphate synthase	98.1	65.5	52.5
MGA_5231	LOCUS_46770	sequence0604:11..406(-)	frameshift		423	WP_000782346.1	linear amide C-N hydrolase	95.4	34.9	53.6
MGA_5232	LOCUS_46780	sequence0604:349..1008(-)	frameshift		423	WP_000782346.1	linear amide C-N hydrolase	88.6	54.2	57.2
MGA_5241	LOCUS_46790	sequence0610:17..982(+)	partial			WP_009968094.1	non-ribosomal peptide synthetase DhbF	98.1	13.7	37.1
MGA_5244	LOCUS_46800	sequence0612:28..696(-)	partial			WP_015943650.1	hypothetical protein	34.2	70.4	47.4
MGA_5249	LOCUS_46810	sequence0616:<1..992(+)	partial			WP_003413368.1	RelA/SpoT family protein	100.0	41.6	92.4
MGA_5255	LOCUS_46830	sequence0620:200..655(+)	frameshift		328,388,448	WP_010886126.1	PPE family protein	96.7	13.9	64.4
MGA_5265	LOCUS_46850	sequence0626:279..>955(-)	partial			WP_048065470.1	arylsulfatase	99.1	44.2	68.2
MGA_5280	LOCUS_46880	sequence0637:<1..620(+)	partial			WP_003400000.1	type VII secretion system ESX-1 subunit EccE1	99.5	44.2	84.3
MGA_5294	LOCUS_46910	sequence0645:200..>869(-)	partial			WP_011728282.1	phytoene/squalene synthase family protein	95.5	67.3	75.9
MGA_5324	LOCUS_46970	sequence0664:218..>820(-)	partial			WP_011728283.1	phytoene desaturase family protein	98.5	37.5	71.1
MGA_5368	LOCUS_47030	sequence0694:<1..550(+)	frameshift		505,490	WP_012296729.1	non-ribosomal peptide synthetase	80.8	4.3	65.3
MGA_5383	LOCUS_47060	sequence0706:204..>724(-)	partial			WP_003419226.1	PPE family protein	95.9	43.8	47.2
MGA_5406	LOCUS_47100	sequence0725:119..>664(-)	partial			WP_003409199.1	DUF4189 domain-containing protein	50.8	63.6	51.1
MGA_5433	LOCUS_47130	sequence0751:5..>606(-)	partial			WP_010919294.1	galactose mutarotase	97.5	51.9	54.6
MGA_5435	LOCUS_47140	sequence0753:<1..556(+)	partial			WP_003899661.1	PPE domain-containing protein	95.1	56.5	41.4
MGA_5443	LOCUS_47170	sequence0759:80..388(+)	partial			WP_003401485.1	type VII secretion system ESX-3 target PE5	69.6	69.6	50.7
MGA_5736	LOCUS_47330	sequence1017:23..235(+)	partial			WP_005110336.1	site-specific integrase	100.0	18.0	75.7
